sic_codes,type,registered_office_address,last_full_members_list_date,accounts,company_name,jurisdiction,company_number,has_been_liquidated,date_of_creation,undeliverable_registered_office_address,status,has_insolvency_history,etag,has_charges,company_status,previous_company_names,confirmation_statement,links,registered_office_is_in_dispute,has_super_secure_pscs,can_file,date_of_cessation,annual_return,company_status_detail
"['01610', '01630', '11060', '46210']",ltd,"{'postal_code': 'TD15 2UZ', 'locality': 'Ord Road', 'address_line_2': 'Tweedside Trading Estate', 'address_line_1': 'Tweed Valley Maltings', 'region': 'Berwick -Upon- Tweed'}",2015-12-28,"{'accounting_reference_date': {'month': '12', 'day': '31'}, 'next_made_up_to': '2023-12-31', 'next_due': '2024-09-30', 'overdue': False, 'next_accounts': {'due_on': '2024-09-30', 'overdue': False, 'period_end_on': '2023-12-31', 'period_start_on': '2023-01-01'}, 'last_accounts': {'made_up_to': '2022-12-31', 'type': 'group', 'period_start_on': '2022-01-01', 'period_end_on': '2022-12-31'}}",SIMPSONS MALT LIMITED,england-wales,00153026,False,1919-02-07,False,,False,124d612ac41091c500147d94c22015b3e84561f5,True,active,"[{'effective_from': '1919-02-07', 'ceased_on': '1986-10-09', 'name': 'J.P. SIMPSON AND COMPANY (ALNWICK) LIMITED'}]","{'next_made_up_to': '2023-12-27', 'overdue': False, 'next_due': '2024-01-10', 'last_made_up_to': '2022-12-27'}","{'self': '/company/00153026', 'filing_history': '/company/00153026/filing-history', 'officers': '/company/00153026/officers', 'charges': '/company/00153026/charges', 'persons_with_significant_control_statements': '/company/00153026/persons-with-significant-control-statements'}",False,False,True,,,
['11060'],plc,"{'address_line_1': 'Cedars Maltings', 'address_line_2': 'Stowmarket,', 'locality': 'Suffolk', 'postal_code': 'IP14 2AG'}",2016-03-01,"{'accounting_reference_date': {'day': '31', 'month': '12'}, 'next_made_up_to': '2023-12-31', 'next_accounts': {'period_end_on': '2023-12-31', 'period_start_on': '2023-01-01', 'due_on': '2024-06-30', 'overdue': False}, 'last_accounts': {'period_start_on': '2022-01-02', 'period_end_on': '2022-12-31', 'type': 'group', 'made_up_to': '2022-12-31'}, 'next_due': '2024-06-30', 'overdue': False}",MUNTONS PLC,england-wales,00176992,False,1921-09-27,False,,False,92894e31e78275d3ee4977c10265d06e3295ac4b,True,active,"[{'effective_from': '1982-04-19', 'ceased_on': '1996-01-01', 'name': 'MUNTON & FISON PUBLIC LIMITED COMPANY'}, {'ceased_on': '1982-04-19', 'name': 'MUNTON & FISON LIMITED', 'effective_from': '1957-03-29'}, {'effective_from': '1924-09-16', 'name': 'MUNTONA LIMITED', 'ceased_on': '1957-03-29'}, {'effective_from': '1921-09-27', 'name': 'MUNTON & BAKER (BEDFORD)  LIMITED', 'ceased_on': '1924-09-16'}]","{'overdue': False, 'next_due': '2024-03-15', 'next_made_up_to': '2024-03-01', 'last_made_up_to': '2023-03-01'}","{'self': '/company/00176992', 'filing_history': '/company/00176992/filing-history', 'officers': '/company/00176992/officers', 'charges': '/company/00176992/charges', 'persons_with_significant_control': '/company/00176992/persons-with-significant-control'}",False,False,True,,,
['11060'],ltd,"{'postal_code': 'W1F 7HS', 'address_line_1': '16 Great Marlborough Street', 'country': 'United Kingdom', 'locality': 'London'}",2015-06-19,"{'next_made_up_to': '2023-06-30', 'last_accounts': {'made_up_to': '2022-06-30', 'type': 'small', 'period_end_on': '2022-06-30', 'period_start_on': '2021-07-01'}, 'next_accounts': {'overdue': False, 'period_end_on': '2023-06-30', 'due_on': '2024-03-31', 'period_start_on': '2022-07-01'}, 'next_due': '2024-03-31', 'overdue': False, 'accounting_reference_date': {'month': '06', 'day': '30'}}",GUINNESS LIMITED,england-wales,00510607,False,1952-08-16,False,,False,a198f2f2328d1d17a9d844a4854c5e070c18d853,False,active,"[{'ceased_on': '1997-12-16', 'name': 'GUINNESS BREWING WORLDWIDE LIMITED', 'effective_from': '1988-12-01'}, {'effective_from': '1983-09-01', 'name': 'ARTHUR GUINNESS SON AND COMPANY (GREAT BRITAIN) LIMITED', 'ceased_on': '1988-12-01'}, {'name': 'ARTHUR GUINNESS SON AND COMPANY (PARK ROYAL) LIMITED', 'ceased_on': '1983-09-01', 'effective_from': '1952-08-16'}]","{'last_made_up_to': '2023-07-06', 'next_made_up_to': '2024-07-06', 'next_due': '2024-07-20', 'overdue': False}","{'self': '/company/00510607', 'filing_history': '/company/00510607/filing-history', 'officers': '/company/00510607/officers', 'persons_with_significant_control': '/company/00510607/persons-with-significant-control'}",False,False,True,,,
"['01270', '11010', '11060']",ltd,"{'postal_code': 'FY6 7ED', 'locality': 'Poulton-Le-Fylde', 'country': 'United Kingdom', 'address_line_1': '14 Lawnswood Avenue'}",,"{'accounting_reference_date': {'day': '28', 'month': '02'}, 'last_accounts': {'period_end_on': '', 'made_up_to': '', 'type': 'null'}}",THE FOREST OF BOWLAND DISTILLERY LTD.,england-wales,10641928,,2017-02-27,False,,False,f3fd00b5276bb31343536c20b1a635944aadf8a5,False,dissolved,,,"{'self': '/company/10641928', 'persons_with_significant_control': '/company/10641928/persons-with-significant-control', 'officers': '/company/10641928/officers', 'filing_history': '/company/10641928/filing-history'}",False,,False,2019-04-16,,
['11060'],ltd,"{'locality': 'Chelmsford', 'region': 'Essex', 'postal_code': 'CM2 8UW', 'address_line_2': 'West Hanningfield', 'address_line_1': 'Devons Cottage Helmons Lane'}",2016-02-07,"{'accounting_reference_date': {'day': '31', 'month': '03'}, 'next_made_up_to': '2024-03-31', 'next_due': '2024-12-31', 'overdue': False, 'last_accounts': {'period_end_on': '2023-03-31', 'period_start_on': '2022-04-01', 'made_up_to': '2023-03-31', 'type': 'total-exemption-full'}, 'next_accounts': {'period_end_on': '2024-03-31', 'period_start_on': '2023-04-01', 'overdue': False, 'due_on': '2024-12-31'}}",A.T. COLLINGS LIMITED,england-wales,08881936,False,2014-02-07,False,active,False,62b0b5b7491fe2a11a26caa41af0542b7192adf1,False,active,,"{'last_made_up_to': '2023-02-07', 'next_made_up_to': '2024-02-07', 'next_due': '2024-02-21', 'overdue': False}","{'self': '/company/08881936', 'filing_history': '/company/08881936/filing-history', 'officers': '/company/08881936/officers', 'persons_with_significant_control': '/company/08881936/persons-with-significant-control'}",False,False,True,,,
['11060'],ltd,"{'locality': 'Leeds', 'postal_code': 'LS1 5JL', 'address_line_1': '6th Floor 36 Park Row'}",2016-02-12,"{'last_accounts': {'period_end_on': '2015-02-28', 'type': 'dormant', 'made_up_to': '2015-02-28'}, 'accounting_reference_date': {'day': '28', 'month': '02'}}",WHARFE BEER COMPANY LIMITED,england-wales,08887791,False,2014-02-12,False,active,True,8affad3f3dbd25ddbe458018bd1635083f4cdea4,False,dissolved,"[{'ceased_on': '2015-03-04', 'effective_from': '2014-02-12', 'name': 'CENSIX LIMITED'}]",,"{'self': '/company/08887791', 'filing_history': '/company/08887791/filing-history', 'officers': '/company/08887791/officers', 'insolvency': '/company/08887791/insolvency'}",False,,False,2019-08-13,,
['11060'],ltd,"{'address_line_2': 'Bury St Edmunds', 'locality': 'Suffolk', 'address_line_1': '24-25 Eastern Way', 'postal_code': 'IP32 7AD'}",2016-01-17,"{'next_accounts': {'period_end_on': '2023-06-30', 'period_start_on': '2022-07-01', 'overdue': False, 'due_on': '2024-03-31'}, 'accounting_reference_date': {'month': '06', 'day': '30'}, 'overdue': False, 'next_due': '2024-03-31', 'last_accounts': {'type': 'full', 'made_up_to': '2022-06-30', 'period_end_on': '2022-06-30', 'period_start_on': '2021-07-01'}, 'next_made_up_to': '2023-06-30'}",PAULS MALT LIMITED,england-wales,00088929,False,1906-05-25,False,,False,50d8132038c8ff13fcb85283d59fc37b401a5091,True,active,"[{'ceased_on': '1984-06-18', 'name': 'PAULS & SANDARS LIMITED', 'effective_from': '1906-05-25'}]","{'next_made_up_to': '2024-01-17', 'next_due': '2024-01-31', 'overdue': False, 'last_made_up_to': '2023-01-17'}","{'self': '/company/00088929', 'filing_history': '/company/00088929/filing-history', 'officers': '/company/00088929/officers', 'charges': '/company/00088929/charges', 'persons_with_significant_control': '/company/00088929/persons-with-significant-control'}",False,False,True,,,
"['11010', '11060', '11070']",ltd,"{'po_box': '4385', 'address_line_1': '10264196: COMPANIES HOUSE DEFAULT ADDRESS', 'postal_code': 'CF14 8LH', 'locality': 'Cardiff'}",,"{'last_accounts': {'type': 'null', 'period_end_on': '', 'made_up_to': ''}, 'accounting_reference_date': {'month': '07', 'day': '31'}}",10264196 LTD.,england-wales,10264196,,2016-07-05,False,,False,e1f508a8a5eff05bc831f4dc64d211ab05475f6c,False,dissolved,"[{'effective_from': '2016-07-05', 'name': 'BROWN-FORMAN CORPORATION (FINLANDIA) LTD', 'ceased_on': '2017-11-27'}]",,"{'self': '/company/10264196', 'filing_history': '/company/10264196/filing-history', 'officers': '/company/10264196/officers', 'persons_with_significant_control_statements': '/company/10264196/persons-with-significant-control-statements'}",True,,False,2018-02-13,,
"['11050', '11060']",ltd,"{'address_line_2': 'Woodham Walter', 'postal_code': 'CM9 6RZ', 'address_line_1': 'Berberis', 'locality': 'Maldon', 'country': 'England'}",,"{'last_accounts': {'type': 'null', 'period_end_on': '', 'made_up_to': ''}, 'accounting_reference_date': {'day': '30', 'month': '09'}}",COPPER UP BREWING COMPANY LTD,england-wales,10363171,,2016-09-07,False,,False,5f438110fcdb31ec07bf09a5e9d719ed0111c19f,False,dissolved,,,"{'self': '/company/10363171', 'filing_history': '/company/10363171/filing-history', 'officers': '/company/10363171/officers', 'persons_with_significant_control_statements': '/company/10363171/persons-with-significant-control-statements'}",False,,False,2018-01-09,,
['11060'],ltd,"{'locality': 'Glasgow', 'address_line_1': 'Flat 2/2 42 Raithburn Avenue', 'country': 'Scotland', 'postal_code': 'G45 9RU'}",2013-02-02,"{'accounting_reference_date': {'month': '02', 'day': '28'}, 'last_accounts': {'type': 'total-exemption-small', 'made_up_to': '2011-02-28'}}",REYNALD & SONS LIMITED,scotland,SC372127,False,2010-02-02,False,,,9eb7a90886a13bc5214a4b21ef0964afe57a2c48,,dissolved,,,"{'self': '/company/SC372127', 'filing_history': '/company/SC372127/filing-history', 'officers': '/company/SC372127/officers'}",,,False,2014-08-29,{'last_made_up_to': '2013-02-02'},
['11060'],ltd,"{'region': 'Suffolk', 'postal_code': 'IP19 8AP', 'country': 'England', 'locality': 'Halesworth', 'address_line_2': '34 Thoroughfare', 'address_line_1': 'Georgian House'}",,"{'last_accounts': {'period_end_on': '2023-01-31', 'type': 'dormant', 'period_start_on': '2022-02-01', 'made_up_to': '2023-01-31'}, 'next_due': '2024-10-31', 'accounting_reference_date': {'month': '01', 'day': '31'}, 'next_made_up_to': '2024-01-31', 'overdue': False, 'next_accounts': {'period_end_on': '2024-01-31', 'overdue': False, 'due_on': '2024-10-31', 'period_start_on': '2023-02-01'}}",YOD DROP LIMITED,england-wales,12430349,,2020-01-28,False,,False,a6935cbdf4121226b0c32e30551098466ad19e0e,False,active,,"{'last_made_up_to': '2023-01-27', 'overdue': False, 'next_made_up_to': '2024-01-27', 'next_due': '2024-02-10'}","{'filing_history': '/company/12430349/filing-history', 'self': '/company/12430349', 'persons_with_significant_control': '/company/12430349/persons-with-significant-control', 'officers': '/company/12430349/officers'}",False,False,True,,,
['11060'],ltd,"{'address_line_2': 'Croydon', 'locality': 'Surrey', 'address_line_1': '308 High Street', 'postal_code': 'CR0 1NG'}",2012-07-26,"{'accounting_reference_date': {'month': '03', 'day': '31'}, 'last_accounts': {'made_up_to': '2011-03-31', 'type': 'total-exemption-small', 'period_end_on': '2011-03-31'}}",THE ST JAMES GIN CO LTD,england-wales,04041354,,2000-07-26,False,,False,1ad71863eeeab81c71aa620030cb283d12953647,False,dissolved,"[{'ceased_on': '2011-05-23', 'name': 'CLASSIC DISTILLERS LIMITED', 'effective_from': '2000-07-26'}]",,"{'self': '/company/04041354', 'filing_history': '/company/04041354/filing-history', 'officers': '/company/04041354/officers'}",,,False,2013-04-30,,
['11060'],ltd,"{'locality': 'Newtown Stewart', 'address_line_2': 'Wigtown', 'postal_code': 'DG8 9AB', 'address_line_1': 'Bladnoch Distillery Bladnoch'}",2014-05-26,"{'last_accounts': {'made_up_to': '2013-05-31', 'type': 'dormant'}, 'accounting_reference_date': {'day': '31', 'month': '05'}}",BLADNOCH DISTILLERY LIMITED,scotland,SC400394,,2011-05-26,False,,False,2df8c1814e12d662e53e389d4f4c572c047a9c29,False,dissolved,,,"{'self': '/company/SC400394', 'filing_history': '/company/SC400394/filing-history', 'officers': '/company/SC400394/officers'}",,,False,2015-01-23,{'last_made_up_to': '2014-05-26'},
['11060'],ltd,"{'postal_code': 'DG8 9AB', 'address_line_1': 'Bladnoch Distillery Bladnoch', 'locality': 'Newtown Stewart', 'address_line_2': 'Wigtown'}",2014-05-26,"{'last_accounts': {'made_up_to': '2013-05-31', 'type': 'dormant'}, 'accounting_reference_date': {'day': '31', 'month': '05'}}",BLADNOCH HOLDINGS LIMITED,scotland,SC400432,,2011-05-26,False,,False,8e1be58271ec3631ad767d7a04a6c1935bdc265d,False,dissolved,,,"{'self': '/company/SC400432', 'filing_history': '/company/SC400432/filing-history', 'officers': '/company/SC400432/officers'}",,,False,2015-01-23,{'last_made_up_to': '2014-05-26'},
['11060'],ltd,"{'postal_code': 'IV2 3NS', 'region': 'Inverness-Shire', 'country': 'Scotland', 'locality': 'Inverness', 'address_line_1': '16 Lovat Road'}",,"{'accounting_reference_date': {'month': '10', 'day': '31'}, 'last_accounts': {'type': 'micro-entity', 'period_end_on': '2020-10-31', 'made_up_to': '2020-10-31'}}",KJC ELECTRICAL & INSTRUMENTATION ENTERPRISES LIMITED,scotland,SC548977,,2016-10-31,False,,False,d2851de3da333f15d579a07b1b003c00a7a7a6d2,False,dissolved,,,"{'persons_with_significant_control': '/company/SC548977/persons-with-significant-control', 'filing_history': '/company/SC548977/filing-history', 'self': '/company/SC548977', 'officers': '/company/SC548977/officers'}",False,False,False,2021-03-16,,
['11060'],ltd,"{'locality': 'Essex', 'postal_code': 'CM8 2DU', 'address_line_2': 'Witham', 'address_line_1': 'Station Maltings'}",2016-03-29,"{'last_accounts': {'made_up_to': '2022-09-30', 'type': 'full', 'period_end_on': '2022-09-30', 'period_start_on': '2021-10-01'}, 'next_due': '2024-06-30', 'overdue': False, 'next_accounts': {'due_on': '2024-06-30', 'period_end_on': '2023-09-30', 'period_start_on': '2022-10-01', 'overdue': False}, 'accounting_reference_date': {'month': '09', 'day': '30'}, 'next_made_up_to': '2023-09-30'}",BAIRDS MALT LIMITED,england-wales,03580592,False,1998-06-12,False,,False,f7646724ce25adf33465c357445a529ebf2a811a,True,active,"[{'ceased_on': '1998-10-06', 'effective_from': '1998-08-20', 'name': 'CONAGRA MALT UK LIMITED'}, {'ceased_on': '1998-08-20', 'effective_from': '1998-06-12', 'name': 'TRUSHELFCO (NO.2381) LIMITED'}]","{'next_due': '2024-04-12', 'overdue': False, 'next_made_up_to': '2024-03-29', 'last_made_up_to': '2023-03-29'}","{'self': '/company/03580592', 'filing_history': '/company/03580592/filing-history', 'officers': '/company/03580592/officers', 'charges': '/company/03580592/charges', 'persons_with_significant_control': '/company/03580592/persons-with-significant-control'}",False,False,True,,,
['11060'],ltd,"{'postal_code': 'BA12 8NN', 'address_line_1': '39 Pound Street', 'address_line_2': 'Warminster', 'locality': 'Wiltshire'}",2015-12-22,"{'accounting_reference_date': {'day': '31', 'month': '03'}, 'last_accounts': {'type': 'total-exemption-full', 'made_up_to': '2023-03-31', 'period_start_on': '2022-04-01', 'period_end_on': '2023-03-31'}, 'next_accounts': {'period_end_on': '2024-03-31', 'overdue': False, 'period_start_on': '2023-04-01', 'due_on': '2024-12-31'}, 'overdue': False, 'next_made_up_to': '2024-03-31', 'next_due': '2024-12-31'}",WARMINSTER MALTINGS LTD,england-wales,03690055,False,1998-12-22,False,active,False,38e4cb8837ec336334f67eb6abbfea92082d0868,True,active,,"{'next_due': '2024-01-05', 'next_made_up_to': '2023-12-22', 'overdue': False, 'last_made_up_to': '2022-12-22'}","{'self': '/company/03690055', 'filing_history': '/company/03690055/filing-history', 'officers': '/company/03690055/officers', 'charges': '/company/03690055/charges', 'persons_with_significant_control': '/company/03690055/persons-with-significant-control'}",False,False,True,,,
['11060'],ltd,"{'postal_code': 'CM8 2DU', 'region': 'Essex', 'address_line_1': 'Station', 'address_line_2': 'Maltings', 'locality': 'Witham'}",2016-03-29,"{'overdue': False, 'next_due': '2024-06-30', 'last_accounts': {'period_start_on': '2021-10-01', 'period_end_on': '2022-09-30', 'made_up_to': '2022-09-30', 'type': 'full'}, 'next_accounts': {'overdue': False, 'period_start_on': '2022-10-01', 'period_end_on': '2023-09-30', 'due_on': '2024-06-30'}, 'accounting_reference_date': {'month': '09', 'day': '30'}, 'next_made_up_to': '2023-09-30'}",UNITED MALT (CANADA) HOLDINGS UK LIMITED,england-wales,07061049,False,2009-10-29,False,active,False,c534cb157e7fdfa41d1dc7a544b3d31891c82ae2,False,active,"[{'effective_from': '2009-10-29', 'name': 'GRAINCORP (CANADA) HOLDINGS UK LIMITED', 'ceased_on': '2020-04-03'}]","{'last_made_up_to': '2023-03-29', 'next_made_up_to': '2024-03-29', 'overdue': False, 'next_due': '2024-04-12'}","{'self': '/company/07061049', 'filing_history': '/company/07061049/filing-history', 'officers': '/company/07061049/officers', 'persons_with_significant_control_statements': '/company/07061049/persons-with-significant-control-statements'}",False,False,True,,,
"['11060', '11070']",ltd,"{'locality': 'Hounslow', 'postal_code': 'TW4 5LE', 'address_line_1': '426 Hanworth Road'}",2014-02-20,"{'accounting_reference_date': {'month': '02', 'day': '29'}, 'last_accounts': {'made_up_to': '2014-02-28', 'type': 'dormant'}}",HERO BEVERAGES AND FOODS LIMITED,england-wales,07955895,,2012-02-20,False,,False,9f643ec6f8cf14bf115e531a91fa3cf237bc659a,False,dissolved,,,"{'self': '/company/07955895', 'filing_history': '/company/07955895/filing-history', 'officers': '/company/07955895/officers'}",,,False,2015-04-14,{'last_made_up_to': '2014-02-20'},
"['11060', '11070']",ltd,"{'locality': 'London', 'address_line_1': '6a Watford Way', 'postal_code': 'NW4 3AD'}",2016-04-15,"{'last_accounts': {'period_start_on': '2021-05-01', 'made_up_to': '2022-04-30', 'type': 'micro-entity', 'period_end_on': '2022-04-30'}, 'accounting_reference_date': {'month': '04', 'day': '30'}, 'overdue': False, 'next_due': '2024-01-31', 'next_accounts': {'due_on': '2024-01-31', 'period_end_on': '2023-04-30', 'overdue': False, 'period_start_on': '2022-05-01'}, 'next_made_up_to': '2023-04-30'}",BUATOC LIMITED,england-wales,08487823,False,2013-04-15,False,active,False,a49aae14a446a14f123ec1e7e72f1cfac1226289,False,active,,"{'next_made_up_to': '2024-04-15', 'next_due': '2024-04-29', 'overdue': False, 'last_made_up_to': '2023-04-15'}","{'self': '/company/08487823', 'filing_history': '/company/08487823/filing-history', 'officers': '/company/08487823/officers', 'persons_with_significant_control_statements': '/company/08487823/persons-with-significant-control-statements'}",False,False,True,,,
